response_id,user_stage,recorded_at,source,platform,brand,human_sentiment,open_response
TX-0294,Routine use,2025-10-21,Survey,Web,Northstar,positive,"After changing a filter, the method note helps me verify when data changed, and the origin should stay visible. When several metrics disagree, I also check the control labels so I can find the right view."
TX-0295,Routine use,2025-10-22,Review,Mobile,Northstar,positive,"After reopening the project, the source trail helps me check the supporting source, and the method note is precise. When the decision is contested, I also check the control labels so I can move between sections."
TX-0296,Routine use,2025-10-23,Survey,Web,Northstar,positive,"Before documenting a choice, the method note helps me verify when data changed, and the audit trail builds confidence. For a routine operational check, I also check the next-step panel so I can carry a scenario into planning."
TX-0297,Routine use,2025-10-24,Survey,Mobile,Harbor,negative,"While preparing a workshop, the data provenance helps me verify when data changed, and citations need more context. When several metrics disagree, I also check the menu so I can move between sections."
TX-0298,Routine use,2025-10-25,Review,Web,Northstar,positive,"After changing a filter, the follow-up reminder helps me turn the finding into a task, and the deadline should be prominent. When the decision is contested, I also check the citation panel so I can trace a number to its origin."
TX-0299,Routine use,2025-10-26,Survey,Mobile,Northstar,negative,"While preparing a workshop, the assumption log helps me challenge an assumption, and citations need more context. When the evidence changes, I also check the page hierarchy so I can locate saved work."
TX-0300,Routine use,2025-10-27,Survey,Web,Northstar,positive,"After importing new evidence, the follow-up reminder helps me assign a clear owner, and the plan is easy to export. When several metrics disagree, I also check the source trail so I can check the supporting source."
TX-0301,Routine use,2025-10-28,Review,Mobile,Harbor,positive,"After changing a filter, the filter panel helps me move between sections, and the sequence feels predictable. In a time-limited review, I also check the scenario handoff so I can carry a scenario into planning."
TX-0302,Routine use,2025-10-29,Survey,Web,Northstar,positive,"During a quiet desk check, the next-step panel helps me turn the finding into a task, and the plan is easy to export. For a high-attention planning session, I also check the control labels so I can locate saved work."
TX-0303,Routine use,2025-10-30,Survey,Mobile,Northstar,positive,"While testing a scenario, the decision note helps me carry a scenario into planning, and the deadline should be prominent. For a high-attention planning session, I also check the assumption log so I can verify when data changed."
TX-0304,Routine use,2025-10-31,Review,Web,Northstar,positive,"During a weekly planning pass, the follow-up reminder helps me record the next decision, and the deadline should be prominent. For a routine operational check, I also check the evidence chain so I can trace a number to its origin."
TX-0305,Routine use,2025-11-01,Survey,Mobile,Harbor,positive,"Before a team review, the owner field helps me turn the finding into a task, and the plan is easy to export. When several metrics disagree, I also check the method note so I can trace a number to its origin."
TX-0306,Routine use,2025-11-02,Survey,Web,Northstar,positive,"During a weekly planning pass, the action queue helps me carry a scenario into planning, and the plan is easy to export. For a routine operational check, I also check the layout so I can move between sections."
TX-0307,Routine use,2025-11-03,Review,Mobile,Northstar,positive,"During a weekly planning pass, the action queue helps me turn the finding into a task, and the plan is easy to export. When the decision is contested, I also check the data provenance so I can verify when data changed."
TX-0308,Routine use,2025-11-04,Survey,Web,Northstar,positive,"After importing new evidence, the owner field helps me assign a clear owner, and the handoff is practical. For a research-stage prototype, I also check the evidence chain so I can challenge an assumption."
TX-0309,Routine use,2025-11-05,Survey,Mobile,Harbor,positive,"After changing a filter, the action queue helps me turn the finding into a task, and the handoff is practical. When the evidence changes, I also check the control labels so I can understand where I am."
TX-0310,Routine use,2025-11-06,Review,Web,Northstar,positive,"While testing a scenario, the scenario handoff helps me record the next decision, and the handoff is practical. For a research-stage prototype, I also check the menu so I can understand where I am."
TX-0311,Routine use,2025-11-07,Survey,Mobile,Northstar,positive,"During a quiet desk check, the owner field helps me assign a clear owner, and the plan is easy to export. When I need to explain the result, I also check the layout so I can move between sections."
TX-0312,Routine use,2025-11-08,Survey,Web,Northstar,negative,"Before sharing the result, the follow-up reminder helps me carry a scenario into planning, and ownership remains unclear. When the evidence changes, I also check the layout so I can find the right view."
TX-0313,Routine use,2025-11-09,Review,Mobile,Harbor,positive,"After importing new evidence, the owner field helps me turn the finding into a task, and the handoff is practical. When I need to explain the result, I also check the navigation path so I can locate saved work."
TX-0314,Routine use,2025-11-10,Survey,Web,Northstar,positive,"During a quiet desk check, the method note helps me challenge an assumption, and the origin should stay visible. For a high-attention planning session, I also check the page hierarchy so I can locate saved work."
TX-0315,Routine use,2025-11-11,Survey,Mobile,Northstar,negative,"After reopening the project, the evidence chain helps me trace a number to its origin, and citations need more context. For a research-stage prototype, I also check the next-step panel so I can record the next decision."
TX-0316,Routine use,2025-11-12,Review,Web,Northstar,positive,"While testing a scenario, the evidence chain helps me check the supporting source, and the audit trail builds confidence. For a high-attention planning session, I also check the filter panel so I can understand where I am."
TX-0317,Routine use,2025-11-13,Survey,Mobile,Harbor,positive,"Before a team review, the action queue helps me turn the finding into a task, and the deadline should be prominent. When the decision is contested, I also check the filter panel so I can move between sections."
TX-0318,Routine use,2025-11-14,Survey,Web,Northstar,positive,"During a quiet desk check, the filter panel helps me understand where I am, and the sequence feels predictable. When the decision is contested, I also check the method note so I can verify when data changed."
TX-0319,Routine use,2025-11-15,Review,Mobile,Northstar,positive,"During the first walkthrough, the assumption log helps me check the supporting source, and the audit trail builds confidence. When I need to explain the result, I also check the action queue so I can carry a scenario into planning."
TX-0320,Routine use,2025-11-16,Survey,Web,Northstar,negative,"During a weekly planning pass, the data provenance helps me trace a number to its origin, and citations need more context. For a routine operational check, I also check the owner field so I can record the next decision."
TX-0321,Routine use,2025-11-17,Survey,Mobile,Harbor,positive,"Before a team review, the decision note helps me record the next decision, and the deadline should be prominent. For a high-attention planning session, I also check the source trail so I can challenge an assumption."
TX-0322,Routine use,2025-11-18,Review,Web,Northstar,positive,"After reopening the project, the data provenance helps me challenge an assumption, and the origin should stay visible. For a routine operational check, I also check the decision note so I can carry a scenario into planning."
TX-0323,Routine use,2025-11-19,Survey,Mobile,Northstar,positive,"After changing a filter, the citation panel helps me check the supporting source, and the audit trail builds confidence. When the evidence changes, I also check the decision note so I can record the next decision."
TX-0324,Routine use,2025-11-20,Survey,Web,Northstar,positive,"During the first walkthrough, the action queue helps me record the next decision, and the deadline should be prominent. For a research-stage prototype, I also check the data provenance so I can verify when data changed."
TX-0325,Routine use,2025-11-21,Review,Mobile,Harbor,positive,"During a quiet desk check, the filter panel helps me understand where I am, and the sequence feels predictable. For a colleague seeing it fresh, I also check the data provenance so I can trace a number to its origin."
TX-0326,Routine use,2025-11-22,Survey,Web,Northstar,positive,"After importing new evidence, the assumption log helps me verify when data changed, and the method note is precise. In a time-limited review, I also check the control labels so I can find the right view."
TX-0327,Routine use,2025-11-23,Survey,Mobile,Northstar,positive,"While testing a scenario, the follow-up reminder helps me carry a scenario into planning, and the plan is easy to export. For a colleague seeing it fresh, I also check the page hierarchy so I can locate saved work."
TX-0328,Routine use,2025-11-24,Review,Web,Northstar,positive,"During a weekly planning pass, the layout helps me understand where I am, and the sequence feels predictable. When I need to explain the result, I also check the next-step panel so I can assign a clear owner."
TX-0329,Routine use,2025-11-25,Survey,Mobile,Harbor,positive,"Before documenting a choice, the follow-up reminder helps me carry a scenario into planning, and the deadline should be prominent. For a colleague seeing it fresh, I also check the source trail so I can challenge an assumption."
TX-0330,Routine use,2025-11-26,Survey,Web,Northstar,negative,"During a quiet desk check, the data provenance helps me challenge an assumption, and citations need more context. When I need to explain the result, I also check the follow-up reminder so I can record the next decision."
TX-0331,Routine use,2025-11-27,Review,Mobile,Northstar,positive,"After importing new evidence, the scenario handoff helps me assign a clear owner, and the deadline should be prominent. When the decision is contested, I also check the citation panel so I can challenge an assumption."
TX-0332,Routine use,2025-11-28,Survey,Web,Northstar,negative,"Before documenting a choice, the method note helps me check the supporting source, and citations need more context. For a routine operational check, I also check the owner field so I can record the next decision."
TX-0333,Routine use,2025-11-29,Survey,Mobile,Harbor,positive,"After importing new evidence, the source trail helps me verify when data changed, and the origin should stay visible. For a research-stage prototype, I also check the navigation path so I can locate saved work."
TX-0334,Routine use,2025-11-30,Review,Web,Northstar,negative,"While preparing a workshop, the page hierarchy helps me locate saved work, and labels need plainer wording. For a high-attention planning session, I also check the next-step panel so I can record the next decision."
TX-0335,Routine use,2025-12-01,Survey,Mobile,Northstar,positive,"After importing new evidence, the decision note helps me carry a scenario into planning, and the plan is easy to export. When the decision is contested, I also check the layout so I can understand where I am."
TX-0336,Routine use,2025-12-02,Survey,Web,Northstar,negative,"After importing new evidence, the source trail helps me verify when data changed, and citations need more context. For a colleague seeing it fresh, I also check the decision note so I can record the next decision."
TX-0337,Routine use,2025-12-03,Review,Mobile,Harbor,positive,"While comparing two options, the owner field helps me assign a clear owner, and the deadline should be prominent. In a time-limited review, I also check the evidence chain so I can verify when data changed."
TX-0338,Routine use,2025-12-04,Survey,Web,Northstar,positive,"Before documenting a choice, the follow-up reminder helps me turn the finding into a task, and the plan is easy to export. For a colleague seeing it fresh, I also check the method note so I can challenge an assumption."
TX-0339,Routine use,2025-12-05,Survey,Mobile,Northstar,positive,"Before a team review, the decision note helps me turn the finding into a task, and the plan is easy to export. For a routine operational check, I also check the filter panel so I can move between sections."
TX-0340,Routine use,2025-12-06,Review,Web,Northstar,positive,"Before a team review, the evidence chain helps me trace a number to its origin, and the method note is precise. For a high-attention planning session, I also check the navigation path so I can understand where I am."
TX-0341,Routine use,2025-12-07,Survey,Mobile,Harbor,positive,"During a quiet desk check, the scenario handoff helps me carry a scenario into planning, and the plan is easy to export. For a routine operational check, I also check the source trail so I can challenge an assumption."
TX-0342,Routine use,2025-12-08,Survey,Web,Northstar,positive,"After changing a filter, the follow-up reminder helps me carry a scenario into planning, and the handoff is practical. When the evidence changes, I also check the menu so I can understand where I am."
TX-0343,Routine use,2025-12-09,Review,Mobile,Northstar,negative,"During the first walkthrough, the menu helps me move between sections, and labels need plainer wording. For a high-attention planning session, I also check the assumption log so I can check the supporting source."
TX-0344,Routine use,2025-12-10,Survey,Web,Northstar,negative,"While comparing two options, the data provenance helps me challenge an assumption, and citations need more context. In a time-limited review, I also check the action queue so I can assign a clear owner."
TX-0345,Routine use,2025-12-11,Survey,Mobile,Harbor,positive,"During a weekly planning pass, the data provenance helps me verify when data changed, and the audit trail builds confidence. For a research-stage prototype, I also check the action queue so I can carry a scenario into planning."
TX-0346,Routine use,2025-12-12,Review,Web,Northstar,positive,"Before documenting a choice, the source trail helps me check the supporting source, and the method note is precise. For a high-attention planning session, I also check the follow-up reminder so I can turn the finding into a task."
TX-0347,Routine use,2025-12-13,Survey,Mobile,Northstar,positive,"While preparing a workshop, the source trail helps me challenge an assumption, and the method note is precise. For a research-stage prototype, I also check the navigation path so I can locate saved work."
TX-0348,Routine use,2025-12-14,Survey,Web,Northstar,positive,"During a quiet desk check, the source trail helps me challenge an assumption, and the method note is precise. For a high-attention planning session, I also check the filter panel so I can find the right view."
TX-0349,Routine use,2025-12-15,Review,Mobile,Harbor,negative,"After reopening the project, the data provenance helps me verify when data changed, and citations need more context. For a routine operational check, I also check the decision note so I can record the next decision."
TX-0350,Routine use,2025-12-16,Survey,Web,Northstar,positive,"After reopening the project, the citation panel helps me trace a number to its origin, and the audit trail builds confidence. When I need to explain the result, I also check the layout so I can locate saved work."
TX-0351,Routine use,2025-12-17,Survey,Mobile,Northstar,positive,"After changing a filter, the source trail helps me check the supporting source, and the origin should stay visible. When I need to explain the result, I also check the owner field so I can carry a scenario into planning."
TX-0352,Routine use,2025-12-18,Review,Web,Northstar,negative,"Before documenting a choice, the layout helps me locate saved work, and the side panel is crowded. For a research-stage prototype, I also check the follow-up reminder so I can turn the finding into a task."
TX-0353,Routine use,2025-12-19,Survey,Mobile,Harbor,negative,"During a quiet desk check, the filter panel helps me locate saved work, and the side panel is crowded. When I need to explain the result, I also check the next-step panel so I can turn the finding into a task."
TX-0354,Routine use,2025-12-20,Survey,Web,Northstar,positive,"While preparing a workshop, the filter panel helps me find the right view, and the sequence feels predictable. For a research-stage prototype, I also check the assumption log so I can check the supporting source."
TX-0355,Routine use,2025-12-21,Review,Mobile,Northstar,positive,"While testing a scenario, the page hierarchy helps me understand where I am, and the route is easy to learn. When the evidence changes, I also check the data provenance so I can trace a number to its origin."
TX-0356,Routine use,2025-12-22,Survey,Web,Northstar,positive,"During a weekly planning pass, the owner field helps me record the next decision, and the plan is easy to export. For a high-attention planning session, I also check the page hierarchy so I can move between sections."
TX-0357,Routine use,2025-12-23,Survey,Mobile,Harbor,negative,"Before sharing the result, the data provenance helps me trace a number to its origin, and citations need more context. For a routine operational check, I also check the follow-up reminder so I can turn the finding into a task."
TX-0358,Routine use,2025-12-24,Review,Web,Northstar,positive,"During the first walkthrough, the follow-up reminder helps me carry a scenario into planning, and the handoff is practical. When the evidence changes, I also check the control labels so I can move between sections."
TX-0359,Routine use,2025-12-25,Survey,Mobile,Northstar,negative,"During a quiet desk check, the navigation path helps me move between sections, and labels need plainer wording. When the decision is contested, I also check the decision note so I can assign a clear owner."
TX-0360,Routine use,2025-12-26,Survey,Web,Northstar,negative,"While preparing a workshop, the owner field helps me record the next decision, and ownership remains unclear. For a research-stage prototype, I also check the data provenance so I can trace a number to its origin."
TX-0361,Routine use,2025-12-27,Review,Mobile,Harbor,positive,"After reopening the project, the follow-up reminder helps me assign a clear owner, and the deadline should be prominent. In a time-limited review, I also check the layout so I can understand where I am."
TX-0362,Routine use,2025-12-28,Survey,Web,Northstar,negative,"While preparing a workshop, the filter panel helps me find the right view, and labels need plainer wording. When several metrics disagree, I also check the source trail so I can check the supporting source."
TX-0363,Routine use,2025-12-29,Survey,Mobile,Northstar,positive,"Before sharing the result, the method note helps me challenge an assumption, and the audit trail builds confidence. When I need to explain the result, I also check the layout so I can locate saved work."
TX-0364,Routine use,2025-12-30,Review,Web,Northstar,positive,"While comparing two options, the control labels helps me understand where I am, and the route is easy to learn. When several metrics disagree, I also check the source trail so I can trace a number to its origin."
TX-0365,Routine use,2025-12-31,Survey,Mobile,Harbor,negative,"After importing new evidence, the owner field helps me record the next decision, and ownership remains unclear. For a research-stage prototype, I also check the data provenance so I can challenge an assumption."
TX-0366,Routine use,2026-01-01,Survey,Web,Northstar,positive,"While preparing a workshop, the source trail helps me check the supporting source, and the method note is precise. When the evidence changes, I also check the menu so I can understand where I am."
TX-0367,Routine use,2026-01-02,Review,Mobile,Northstar,positive,"After reopening the project, the citation panel helps me verify when data changed, and the method note is precise. When I need to explain the result, I also check the filter panel so I can find the right view."
TX-0368,Routine use,2026-01-03,Survey,Web,Northstar,positive,"During a weekly planning pass, the action queue helps me turn the finding into a task, and the plan is easy to export. For a colleague seeing it fresh, I also check the layout so I can locate saved work."
TX-0369,Routine use,2026-01-04,Survey,Mobile,Harbor,negative,"Before documenting a choice, the filter panel helps me move between sections, and the side panel is crowded. When the evidence changes, I also check the next-step panel so I can record the next decision."
TX-0370,Routine use,2026-01-05,Review,Web,Northstar,positive,"After importing new evidence, the evidence chain helps me trace a number to its origin, and the audit trail builds confidence. When the evidence changes, I also check the decision note so I can turn the finding into a task."
TX-0371,Routine use,2026-01-06,Survey,Mobile,Northstar,negative,"After reopening the project, the data provenance helps me check the supporting source, and citations need more context. In a time-limited review, I also check the page hierarchy so I can find the right view."
TX-0372,Routine use,2026-01-07,Survey,Web,Northstar,positive,"Before sharing the result, the assumption log helps me trace a number to its origin, and the audit trail builds confidence. For a high-attention planning session, I also check the layout so I can find the right view."
TX-0373,Routine use,2026-01-08,Review,Mobile,Harbor,positive,"While testing a scenario, the follow-up reminder helps me assign a clear owner, and the deadline should be prominent. When several metrics disagree, I also check the menu so I can move between sections."
TX-0374,Routine use,2026-01-09,Survey,Web,Northstar,negative,"After changing a filter, the method note helps me trace a number to its origin, and citations need more context. For a high-attention planning session, I also check the page hierarchy so I can locate saved work."
TX-0375,Routine use,2026-01-10,Survey,Mobile,Northstar,positive,"Before documenting a choice, the page hierarchy helps me move between sections, and the sequence feels predictable. In a time-limited review, I also check the source trail so I can trace a number to its origin."
TX-0376,Routine use,2026-01-11,Review,Web,Northstar,positive,"After importing new evidence, the evidence chain helps me trace a number to its origin, and the audit trail builds confidence. When the decision is contested, I also check the owner field so I can carry a scenario into planning."
TX-0377,Routine use,2026-01-12,Survey,Mobile,Harbor,negative,"Before sharing the result, the assumption log helps me check the supporting source, and citations need more context. For a colleague seeing it fresh, I also check the filter panel so I can move between sections."
TX-0378,Routine use,2026-01-13,Survey,Web,Northstar,positive,"After reopening the project, the follow-up reminder helps me record the next decision, and the deadline should be prominent. For a high-attention planning session, I also check the source trail so I can trace a number to its origin."
TX-0379,Routine use,2026-01-14,Review,Mobile,Northstar,positive,"During a weekly planning pass, the method note helps me trace a number to its origin, and the method note is precise. For a research-stage prototype, I also check the decision note so I can carry a scenario into planning."
TX-0380,Routine use,2026-01-15,Survey,Web,Northstar,positive,"During a quiet desk check, the evidence chain helps me verify when data changed, and the origin should stay visible. For a routine operational check, I also check the follow-up reminder so I can record the next decision."
TX-0381,Routine use,2026-01-16,Survey,Mobile,Harbor,negative,"After changing a filter, the menu helps me move between sections, and labels need plainer wording. In a time-limited review, I also check the follow-up reminder so I can assign a clear owner."
TX-0382,Routine use,2026-01-17,Review,Web,Northstar,positive,"After changing a filter, the data provenance helps me check the supporting source, and the origin should stay visible. For a high-attention planning session, I also check the page hierarchy so I can understand where I am."
TX-0383,Routine use,2026-01-18,Survey,Mobile,Northstar,positive,"While testing a scenario, the scenario handoff helps me record the next decision, and the handoff is practical. For a routine operational check, I also check the citation panel so I can challenge an assumption."
TX-0384,Routine use,2026-01-19,Survey,Web,Northstar,negative,"Before a team review, the source trail helps me check the supporting source, and citations need more context. When I need to explain the result, I also check the page hierarchy so I can locate saved work."
TX-0385,Routine use,2026-01-20,Review,Mobile,Harbor,positive,"During the first walkthrough, the owner field helps me carry a scenario into planning, and the deadline should be prominent. For a high-attention planning session, I also check the page hierarchy so I can understand where I am."
TX-0386,Routine use,2026-01-21,Survey,Web,Northstar,positive,"After reopening the project, the action queue helps me assign a clear owner, and the deadline should be prominent. For a research-stage prototype, I also check the citation panel so I can trace a number to its origin."
TX-0387,Routine use,2026-01-22,Survey,Mobile,Northstar,positive,"While preparing a workshop, the evidence chain helps me check the supporting source, and the origin should stay visible. When I need to explain the result, I also check the navigation path so I can understand where I am."
TX-0388,Routine use,2026-01-23,Review,Web,Northstar,positive,"During a weekly planning pass, the follow-up reminder helps me record the next decision, and the deadline should be prominent. For a colleague seeing it fresh, I also check the source trail so I can trace a number to its origin."
TX-0389,Routine use,2026-01-24,Survey,Mobile,Harbor,positive,"During a quiet desk check, the scenario handoff helps me carry a scenario into planning, and the handoff is practical. For a colleague seeing it fresh, I also check the control labels so I can move between sections."
TX-0390,Routine use,2026-01-25,Survey,Web,Northstar,negative,"During a quiet desk check, the follow-up reminder helps me carry a scenario into planning, and ownership remains unclear. For a routine operational check, I also check the source trail so I can trace a number to its origin."
TX-0391,Routine use,2026-01-26,Review,Mobile,Northstar,negative,"Before a team review, the action queue helps me assign a clear owner, and ownership remains unclear. For a research-stage prototype, I also check the method note so I can check the supporting source."
TX-0392,Routine use,2026-01-27,Survey,Web,Northstar,positive,"Before sharing the result, the decision note helps me assign a clear owner, and the handoff is practical. When the decision is contested, I also check the method note so I can challenge an assumption."
TX-0393,Routine use,2026-01-28,Survey,Mobile,Harbor,positive,"Before sharing the result, the next-step panel helps me record the next decision, and the plan is easy to export. When several metrics disagree, I also check the data provenance so I can challenge an assumption."
TX-0394,Routine use,2026-01-29,Review,Web,Northstar,negative,"Before sharing the result, the control labels helps me understand where I am, and labels need plainer wording. When I need to explain the result, I also check the follow-up reminder so I can turn the finding into a task."
TX-0395,Routine use,2026-01-30,Survey,Mobile,Northstar,positive,"While comparing two options, the navigation path helps me understand where I am, and the route is easy to learn. For a routine operational check, I also check the data provenance so I can trace a number to its origin."
TX-0396,Routine use,2026-01-31,Survey,Web,Northstar,positive,"During a quiet desk check, the filter panel helps me move between sections, and the sequence feels predictable. When several metrics disagree, I also check the evidence chain so I can check the supporting source."
TX-0397,Routine use,2026-02-01,Review,Mobile,Harbor,positive,"During the first walkthrough, the scenario handoff helps me record the next decision, and the plan is easy to export. When the decision is contested, I also check the assumption log so I can challenge an assumption."
TX-0398,Routine use,2026-02-02,Survey,Web,Northstar,negative,"Before sharing the result, the method note helps me trace a number to its origin, and citations need more context. For a high-attention planning session, I also check the scenario handoff so I can turn the finding into a task."
TX-0399,Routine use,2026-02-03,Survey,Mobile,Northstar,negative,"While testing a scenario, the follow-up reminder helps me turn the finding into a task, and ownership remains unclear. When the evidence changes, I also check the control labels so I can find the right view."
TX-0400,Routine use,2026-02-04,Review,Web,Northstar,positive,"After reopening the project, the scenario handoff helps me record the next decision, and the deadline should be prominent. When the evidence changes, I also check the data provenance so I can trace a number to its origin."
TX-0401,Routine use,2026-02-05,Survey,Mobile,Harbor,negative,"While testing a scenario, the decision note helps me record the next decision, and ownership remains unclear. When I need to explain the result, I also check the control labels so I can move between sections."
TX-0402,Routine use,2026-02-06,Survey,Web,Northstar,positive,"After changing a filter, the follow-up reminder helps me turn the finding into a task, and the handoff is practical. When I need to explain the result, I also check the menu so I can locate saved work."
TX-0403,Routine use,2026-02-07,Review,Mobile,Northstar,positive,"During a quiet desk check, the assumption log helps me trace a number to its origin, and the origin should stay visible. When the evidence changes, I also check the filter panel so I can find the right view."
TX-0404,Routine use,2026-02-08,Survey,Web,Northstar,negative,"Before a team review, the menu helps me locate saved work, and labels need plainer wording. For a colleague seeing it fresh, I also check the next-step panel so I can assign a clear owner."
TX-0405,Routine use,2026-02-09,Survey,Mobile,Harbor,positive,"Before sharing the result, the control labels helps me understand where I am, and the route is easy to learn. In a time-limited review, I also check the decision note so I can record the next decision."
TX-0406,Routine use,2026-02-10,Review,Web,Northstar,positive,"After changing a filter, the next-step panel helps me carry a scenario into planning, and the deadline should be prominent. For a high-attention planning session, I also check the navigation path so I can understand where I am."
TX-0407,Routine use,2026-02-11,Survey,Mobile,Northstar,positive,"During a quiet desk check, the scenario handoff helps me carry a scenario into planning, and the handoff is practical. When the decision is contested, I also check the layout so I can locate saved work."
TX-0408,Routine use,2026-02-12,Survey,Web,Northstar,positive,"During a quiet desk check, the owner field helps me assign a clear owner, and the deadline should be prominent. For a routine operational check, I also check the assumption log so I can trace a number to its origin."
TX-0409,Routine use,2026-02-13,Review,Mobile,Harbor,positive,"During the first walkthrough, the decision note helps me record the next decision, and the handoff is practical. For a high-attention planning session, I also check the source trail so I can verify when data changed."
TX-0410,Routine use,2026-02-14,Survey,Web,Northstar,positive,"During the first walkthrough, the citation panel helps me trace a number to its origin, and the audit trail builds confidence. For a high-attention planning session, I also check the page hierarchy so I can find the right view."
TX-0411,Routine use,2026-02-15,Survey,Mobile,Northstar,positive,"During a quiet desk check, the follow-up reminder helps me carry a scenario into planning, and the handoff is practical. When I need to explain the result, I also check the navigation path so I can understand where I am."
TX-0412,Routine use,2026-02-16,Review,Web,Northstar,negative,"Before documenting a choice, the citation panel helps me challenge an assumption, and citations need more context. For a colleague seeing it fresh, I also check the action queue so I can record the next decision."
TX-0413,Routine use,2026-02-17,Survey,Mobile,Harbor,positive,"After importing new evidence, the method note helps me verify when data changed, and the method note is precise. When I need to explain the result, I also check the follow-up reminder so I can record the next decision."
TX-0414,Routine use,2026-02-18,Survey,Web,Northstar,negative,"While testing a scenario, the menu helps me locate saved work, and the side panel is crowded. For a routine operational check, I also check the follow-up reminder so I can turn the finding into a task."
TX-0415,Routine use,2026-02-19,Review,Mobile,Northstar,positive,"During a quiet desk check, the citation panel helps me trace a number to its origin, and the origin should stay visible. When several metrics disagree, I also check the action queue so I can assign a clear owner."
TX-0416,Routine use,2026-02-20,Survey,Web,Northstar,negative,"During the first walkthrough, the action queue helps me record the next decision, and ownership remains unclear. When the decision is contested, I also check the method note so I can challenge an assumption."
TX-0417,Routine use,2026-02-21,Survey,Mobile,Harbor,positive,"Before documenting a choice, the action queue helps me record the next decision, and the handoff is practical. When the decision is contested, I also check the layout so I can locate saved work."
TX-0418,Routine use,2026-02-22,Review,Web,Northstar,positive,"After changing a filter, the scenario handoff helps me turn the finding into a task, and the plan is easy to export. When I need to explain the result, I also check the control labels so I can find the right view."
TX-0419,Routine use,2026-02-23,Survey,Mobile,Northstar,negative,"After changing a filter, the next-step panel helps me record the next decision, and ownership remains unclear. When the decision is contested, I also check the method note so I can verify when data changed."
TX-0420,Routine use,2026-02-24,Survey,Web,Northstar,positive,"While comparing two options, the filter panel helps me find the right view, and the sequence feels predictable. For a research-stage prototype, I also check the evidence chain so I can challenge an assumption."
TX-0421,Routine use,2026-02-25,Review,Mobile,Harbor,positive,"While testing a scenario, the decision note helps me carry a scenario into planning, and the plan is easy to export. In a time-limited review, I also check the navigation path so I can locate saved work."
TX-0422,Routine use,2026-02-26,Survey,Web,Northstar,positive,"While preparing a workshop, the citation panel helps me verify when data changed, and the audit trail builds confidence. For a high-attention planning session, I also check the control labels so I can find the right view."
TX-0423,Routine use,2026-02-27,Survey,Mobile,Northstar,positive,"After importing new evidence, the decision note helps me carry a scenario into planning, and the plan is easy to export. For a research-stage prototype, I also check the control labels so I can locate saved work."
TX-0424,Routine use,2026-02-28,Review,Web,Northstar,positive,"During a quiet desk check, the action queue helps me turn the finding into a task, and the deadline should be prominent. For a research-stage prototype, I also check the data provenance so I can check the supporting source."
TX-0425,Routine use,2026-03-01,Survey,Mobile,Harbor,positive,"After importing new evidence, the scenario handoff helps me carry a scenario into planning, and the deadline should be prominent. For a routine operational check, I also check the citation panel so I can challenge an assumption."
TX-0426,Routine use,2026-03-02,Survey,Web,Northstar,positive,"Before documenting a choice, the action queue helps me assign a clear owner, and the plan is easy to export. In a time-limited review, I also check the evidence chain so I can verify when data changed."
TX-0427,Routine use,2026-03-03,Review,Mobile,Northstar,positive,"After changing a filter, the scenario handoff helps me turn the finding into a task, and the handoff is practical. When the decision is contested, I also check the method note so I can check the supporting source."
TX-0428,Routine use,2026-03-04,Survey,Web,Northstar,negative,"During the first walkthrough, the assumption log helps me trace a number to its origin, and citations need more context. For a routine operational check, I also check the owner field so I can carry a scenario into planning."
TX-0429,Routine use,2026-03-05,Survey,Mobile,Harbor,positive,"Before sharing the result, the action queue helps me assign a clear owner, and the plan is easy to export. For a research-stage prototype, I also check the menu so I can move between sections."
TX-0430,Routine use,2026-03-06,Review,Web,Northstar,positive,"While preparing a workshop, the citation panel helps me verify when data changed, and the audit trail builds confidence. When the evidence changes, I also check the follow-up reminder so I can turn the finding into a task."
TX-0431,Routine use,2026-03-07,Survey,Mobile,Northstar,positive,"Before sharing the result, the scenario handoff helps me assign a clear owner, and the handoff is practical. For a high-attention planning session, I also check the control labels so I can locate saved work."
TX-0432,Routine use,2026-03-08,Survey,Web,Northstar,negative,"During the first walkthrough, the layout helps me understand where I am, and labels need plainer wording. For a routine operational check, I also check the assumption log so I can challenge an assumption."
TX-0433,Routine use,2026-03-09,Review,Mobile,Harbor,positive,"After reopening the project, the owner field helps me turn the finding into a task, and the handoff is practical. When I need to explain the result, I also check the method note so I can challenge an assumption."
TX-0434,Routine use,2026-03-10,Survey,Web,Northstar,positive,"While comparing two options, the owner field helps me turn the finding into a task, and the handoff is practical. In a time-limited review, I also check the data provenance so I can trace a number to its origin."
TX-0435,Routine use,2026-03-11,Survey,Mobile,Northstar,positive,"During a weekly planning pass, the scenario handoff helps me record the next decision, and the handoff is practical. When several metrics disagree, I also check the layout so I can move between sections."
TX-0436,Routine use,2026-03-12,Review,Web,Northstar,positive,"During a weekly planning pass, the page hierarchy helps me find the right view, and the sequence feels predictable. When the decision is contested, I also check the follow-up reminder so I can carry a scenario into planning."
TX-0437,Routine use,2026-03-13,Survey,Mobile,Harbor,positive,"During the first walkthrough, the decision note helps me turn the finding into a task, and the deadline should be prominent. For a colleague seeing it fresh, I also check the citation panel so I can check the supporting source."
